"","fb_data9.message"
"534","#90558번째울림
2017. 06. 18. 오전
<사는얘기>
시즌1이든 2든 관심없었는데
이번엔 진짜 좀 심하다 싶네
자기가 원하는 연예인이 잘됐으면 좋겠다
이정도의 팬심이면 이해를 하겠는데
수시로 연락와서 투표좀해달라고 인증해달라고
평소 연락도 안하던 애들까지 진짜 차례로 뭐하는 짓?
그리고 그렇게 가지각색으로 투표해달라하면
내가 어디다 투표하고 인증해야되냐..."
"535","#90557번째울림
2017. 06. 18. 오전
<질문/건의/의견>
요즘 외고 자사고 이야기로 논란이 많은데요
외고에 대해서 한마디 하고싶습니다
외고가 원래의 취지인 외국어 전문가 양성이라는 설립 목적을 벗어나 입시 학원이 되었다는 말에는 어느 정도 동의를 합니다. 개선이 필요하다고 생각해요 
하지만 외고를 나와서 이공계로 가는 것마저 뭐라고 하는건 너무 억지 아닌가요? 어느 분야를 가든 외국어를 잘한다는 것은 큰 메리트고 본인만의 차별점이 될 수 있지 않을까요? 당장 공대 전공서적의 태반이 영어인 마당에. 실제로도 문과만 외국에 진출하는게 아니잖아요. 외고=문과라는 공식은 어디에서 생긴걸까요"
"536","#90539번째울림
2017. 06. 17. 오후
<사랑>
제 꿈은 결혼해서 아내와 아이들과 오손도손 화목하게 살면서 좋은남편, 좋은 아빠가 되는거에요. 이번에 취업에 성공을 했고 그래서 3년정도 사귄 여자친구한테 내 꿈이 저런거다 라고 넌지시 말했는데...여자친구는 저를 정말 사랑하지만 결혼할 생각이 없다고 하네요. 저랑 하는 결혼이 아니라 평생 그냥 결혼은 안하고 살거래요. 아이 낳기도 싫고 가정이라는 틀 안에 구속되기가 싫대요. 이런 경우 정말 사바사 케바케 인건 알긴하지만 여러분들이라면 어떻게 하시겠나요?? 설득해도 안변한다고 본인이 그러는데, 정말 혼란스러워요. 헤어지긴 싫은데, 그러다 저도 결혼 안하고 평생 살거같고...그러다 나중에 헤어지게되면 그때가서 결혼하자니 늦을거같고..다른 분들은 어떻게 생각하는지 궁금해요. 헤어지실건가요?? 아니면 어떻게든 설득을 해보실건가요??"
"537","#90535번째울림
2017. 06. 17. 오후
<저.. 진지합니다>
아 진지하게 나 고등학교때 어떻게 공부했지??? 왜 대학와서는 하려해도 안될까..."
"538","#90534번째울림
2017. 06. 17. 오후
<게임>
가장 못난 게 게임부심이랬는데..ㅠㅜㅠ
롤이든 오버워치든 나 좀 해! 라고 하는 친구들한테 그럼 너도 프로 선수들이랑 해?라고 묻고 싶...ㄷ...ㅏ...
응이이잉ㅜㅜㅜㅜ 찌질하당"
"539","#90532번째울림
2017. 06. 17. 오후
<질문/건의/의견>
공부하다가 중간에 여친님께서 잠깐 만나자고 했는데 못본다고 하면 여친님께서 우선순위에서 본인이 밀렸다고 종종 시무룩어택을 시전하세요ㅠㅠ 서로 왕창 사랑하고있고 여친님께서 저런말 하면 장난이라는것도 아는데 ㅘ나 저 장난만큼은 반박을 못하겠어요 나도 여친님이 1순위맞는데ㅠㅠ 이런저런 이유 말해도 저 장난 저거 무적이에요ㅠㅠ 반박법 알려주세요 이대로 지고 있을 수만은 없어!!ㅂㄷㅂㄷ"
"540","#90523번째울림
2017. 06. 17. 오후
<사랑>
아무도 관심가져주지않는 내 글에
꼭 좋아요를 눌러주는 그녀는 알까
설레는 내 마음을"
"541","#90516번째울림
2017. 06. 17. 오후
<성균문예>
알알이 물들어
속이 꽉 차있다

누군가 톡 건드려주면
우수수 쏟아낼 자신있는데

정말 열심히 사랑할 자신 있는데
한번의 건드림이 없어 
슬픈 나

 ㅡ 봉숭아ㅡ"
"542","#90502번째울림
2017. 06. 17. 오전
<사는얘기>
안녕하세요 대숲!
이번 학기는 유독 종강 가까워지니까 공부할 의지가 바닥을 치네요ㅠㅠ 피곤한 것도 아닌데 공부가 손에 잘 안 잡혀요... 맨날 자괴감 느끼면서도, 공부해야될때 공부안하는 제 모습이 너무 한심해요"
"543","#90496번째울림
2017. 06. 17. 오전
<저.. 진지합니다>
성희롱 문제에 대한 제보가 있어서 제 의견도 적어보겠습니다.

저는 행위자의 의도와 상관없이 대상자가 그렇게 느끼면 성희롱이다. 
라는 주장은 큰 문제가 있다고 생각합니다.
예를 들어 다음과 같은 사례가 있을 수 있습니다.

1. 연인이 이별을 통보하는 과정에서 담배를 피고 있었다. 나는 이에 성적 수치심을 느꼈으므로 성희롱이다.

2. 소개팅에서 길을 걷는 중에 상대방이 주머니에 손을 넣고 있었다. 나는 이에 성적 수치심을 느꼈으므로 성희롱이다.

3. 내가 아플 때 여자친구가 푹 쉬고 무리하지 말고 일찍 자라고 조언하였다. 나는 이에 성적 수치심을 느꼈으므로 성희롱이다.

대부분의 사람들은 위의 1,2,3번 모두 성희롱이 될 수 없다고 생각하실 겁니다.
하지만 ""피해자가 수치심을 느끼면 가해자의 의도와 상관없이 성희롱이다."" 라는 주장 대로라면
위의 예시가 아무리 극단적으로 느끼고 불합리하게 느껴져도
논리적으로 1,2,3번이 모두 성희롱이 되어야 합니다.
(1번은 많은 분들이 아시겠지만 서울대에서 일어난 유명한 사건입니다.)
상기한 주장이 성립한다면 위에서 든 예시보다 극단적인 상황에서도 성희롱이 성립할 수 있습니다.

제가 주장하고 싶은 것은 성희롱에서 피해자의 수치심도 매우 중요한 기준이지만 
그것만으로는 성희롱이 결코 될 수 없다는 것입니다.
또한 다른 모든 범죄와 마찬가지로 무죄 추정의 원칙이 적용되어야 한다는 것입니다.

물론 피해자를 존중하고 의견을 들어주는 것이 필요합니다.
하지만 그것이 성희롱을 판단하는 절대적인 기준이 되어 
'피해자 우선주의'가 되어 버리는 것은 문제라고 생각합니다."
"544","#90494번째울림
2017. 06. 17. 오전
<취향입니다 존중해주시죠>
꺄아아아아앙~~ 코난이 다시 돌아온다!!ㅎㅎ
이번에 일본식의 소재를 우리나라식으로 바꾸기 힘들 줄 알아서 더빙판이 안 나올 줄 알았는데 결국 나오네여~~ 그래서 넘 기뻐여ㅎㅎ 얼른 나오기만을 기다리고 있네여ㅎㅎ"
"545","#90491번째울림
2017. 06. 17. 오전
<질문/건의/의견>
시험기간인지라 너무 재미있는 파란책을 보다가 여러 뉴스를 보다가 참 이상한 댓글들이 많아서
 많은 생각이 들어서 학우분들께 의견을 들어보고 싶어서 제보하게 되었습니다.
503호가 탄핵을 당하고 새로운 정부가 탄생했습니다.
새로운 정부의 대선주요 공약중 하나가""병역 면탈, 부동산 투기, 세금 탈루, 위장 전입, 논문 표절 등 5대 비리자는 고위 공직에서 배제하겠다"" 였습니다.
.
.
.
.
.
.
.
.
.
.
이낙연 총리 - 아내의 위장전입논란
강경화 외교부장관 후보 - 자녀 위장전입 및 이중국적 논란, 탈세의혹(증여세 등)
안경환 법무부 장관 후보 (현재 사퇴) - 혼인무효 소송 논란 
김상곤 부총리 및 교육부 장관 - 논문표절
조대엽 고용노동부 장관 - 음주운전  및 고려대 막말논란
하지만 이렇게 우리가 매일 접하는 뉴스에서 심심치않게 볼 수 있는 논란들입니다. 분명 이번 정부의 주요 공약은 5비리 척결인데 주요 공직자에게서 청문회과정 및 청문회 전에 이러한 사실들이 밝혀졌습니다.  여러분들은 이런 비리에 대해서 어떻게 생각하시나요? 이번 정부의 주 공약에 의하면 이러한 분들은 사퇴 및 임명에서 탈락을 해야하는것이 아닐까요? 이러한 논란을 적은 뉴스에 댓글을 달았다가 일베라는 욕을 먹고 심지어 인신공격까지 받아서 소심하게 익명으로 제보해 봅니다..ㅠ"
"546","#90482번째울림
2017. 06. 16. 오후
<사랑>
양다리 걸치는 남자한테 당했는데...아니 도데체 두사람이 좋다는건 무슨말이죠???????? 그럴수 있나요 두사람이 동시에 다 좋은거...?????? 전 안되요ㅅㅂ....그사람은 그사람데로 좋고 저는 저대로 좋은데 제가 쫌 더 좋데요 다른방식으로 좋데요 욕좀 해주세요..."
"547","#90483번째울림
2017. 06. 15. 오후
<성균관대학교 대나무숲>
대숲 열심히 쓴글이 안올라와서 아쉬워오
올려달란말이애오
안올려주면 때찌할꼬애오"
"548","#90476번째울림
2017. 06. 16. 오후
<사랑>
응, 나야.  짧은 몇 주간 너는 너무 많이 힘들어하지 말라고 했지만 나는 그 시간동안 다시 한 번 너의 소중함을 느꼈어. 아픈 시간만큼 조금은 더 성숙하게 널 다시 사랑할 기회를 주지 않을래? 기다릴게 연락해줘. 너가 써준 카드에 했던 말처럼, 힘든 시간 같이 견디고 옆에서 함께 있는 걸로 행복하고 힘이되어 줄 수 있게 나에게 기회를 한 번 더 줘. 전화든 카톡이든 문자든. 기다릴게."
"549","#90467번째울림
2017. 06. 16. 오후
<사랑>
이제 그만 좋아하려구요

오빠
내가 오빠한테 계속 연락했던거
용기내서 가끔 커피마시자고 했던거
다 오빠 좋아해서 그랬던건데
오빠는 알면서도 모르는척하는 건지
아니면 눈치를 못채는 건지
저한테 관심조차 안주더라구요

참 비참해요
언제는 정말 좋아할 상대라도 있었으면 좋겠다 했는데
막상 그 사람이 나를 안봐주니까
하루하루가 너무 힘들어요

그래서 이제 마음 접으려구요
오빠 정말 좋아했지만 너무 지쳐요
동아리 같이 하니까 가끔씩 볼텐데
인사정도만 해요 우리

다른 사람들은 
오빠 정말 착하고 좋은 사람이라고 하는데
나는 괜히 서운한 마음에 오빠가 제일 나쁜사람 같아요
..미워"
"550","#90461번째울림
2017. 06. 16. 오후
<사는얘기>
가족이 너무 싫어요.... 아빠가 술 마시고 도박에 빠지고 집에 오면 다 때려부수는 집의 사람들과 비교할 수 없을만큼 하찮은 이유일 수도 있지만 전 그냥 너무 힘들어요.
얼마 전 집에서 밥을 먹으려고 하는데 밥솥에 밥은 있는데 냉장고에 밥이 하나도 없는거예요. 그래서 너무 화가 나서 집에서 밥을 안 먹고 있어요. 아니, 밖에서 먹는 점심 빼곤 아침,저녁 모두 과자 몇 조각만 먹고 있어요. 아빠는 집에 주말에만 오시는 상황이구요, 엄마도 직장이 있으신 상황이예요. 그런데 나이도 먹을만큼 먹은 학생이 부모님이 힘드셔서 반찬을 못해줄 수도 있는데 왜 그런걸로 화를 내냐고요? 이런 일이 한두번이 아니거든요. 초등학교 입학하고나서 지금까지 전 반찬이 없다고 투정부리던 때가 많았어요. 이 정도 투정부리면 반찬 좀 해주겠지 싶어도 안 해주시더라구요. 혹시라도 반찬이 많은 날은 김치찌개,뭇국,된장,호박전,계란찜,계란후라이,김,멸치,콩나물,시금치,생선구이로 돌려막는 거예요. 이게 많아 보이지만 10년 넘게 거의 이 반찬만 먹었다고 생각해 보세요. 진짜 이제 생각만 해도 싫어요. 갈비찜,꽃게,생선조림  등등 좀 맛있는 반찬은 할 줄 아시는지 싶을 정도로 먹어본 적 없구요 명절에 이모가 해다 주실 때만 먹어요. 그리고 저도 제가 해먹은 날도 많고, 엄마 생신 땐 잡채랑 미역국도 끓여드리고 그래요. 요리도 할 줄 아는데 저보고 해먹으라고요? 근데요, 저도 일 나가요. 일만 나가면 괜찮은데 큰 시험을 앞에 두고 있어서 일 갔다오면 공부하느라 너무 힘들어요. 그런데 엄마는 일만 갔다오시면 그냥 하루종일 티비만 보세요. 밥 달라고하면 언제 끓인지 모르겠는 된장찌개가 청국장이 되어서 나오더라구요. 그리고 김치 3종 세트랑(심지어 배추김치는 셔서 먹지도 못함) 풀떼기 반찬 하나 주시는 경우가 다반사예요. 집에 저뿐만 아니라 누나도 공무원 시험 준비하고 있거든요? 집에 수험생이 두 명이나 되는데 도대체 뭘 먹고 공부하란건가요? 
그리고 제가 고등학교를 기숙학교로 갔는데 공부 잘하는 친구들이 너무 많아 힘들었어요. 그래서 전 더더더 열심히 했거든요? 남들 저녁시간 한시간 이십분 다 가질 때 전 30분만 가지고 나머지 시간은 교실에서 공부하고 그랬어요. 너무 힘들고 가족 생각도나서 엄마한테 몇 번 전화를 했는데 엄마가 '너 공부 안하니? 왜 맨날 전화해?'이러시더라구요. 심지어 전
고1 때 너무 힘들어서 자토하겠다고 울면서 난리까지쳤는데 까먹으셨나봐요. 그 이후로 엄마한테 전화를 잘 안하게 되더라구요. 그리고 학교에서 단체로 집에 보내줄 때가 있는데 애들은 신나서 나 집가면 엄마한테 생선찌개 해달라하야지~ 난 잡채! 이러고 있을 때 전 아무 생각이 안 나더라구요. 뭐 그래도 오랜만에 집 가는데 엄마가 맛있는 거 해주겠지라고 생각하고 가면 그냥 거의 외식이었어요. 집밥 좀 해달라하면 귀찮다고 안 해주셨죠. 그리고 쉬러 간건데 공부 안 한다고 아빠는 잔소리 어택...... 그 이후로 학교에서 단체로 집 보내줄 때마다 별로 집에 가기 싫더라구요. 그래도 대학오면 좀 바뀔 줄 알았어요! 대학 입시 때문에 부모님도 스트레스를 받아서 그런거라 생각했거든요. 그런데 대학에 와도 마찬가지였어요. 시험기간에 전화를 한 적이 있었는데 잘 보라는 말 대신 너 이번에 학점 떨어지면 자취고 뭐고 없다고 협박하듯이 말씀하시더라구요.
그리고 부모님과 항상 싸우고 나면 제가 먼저 화를 풀어야 했어요. 따뜻한 말 한마디 건세주시면서 미안해 한 마디 안 하시더라구요. 물론 제가 잘못해서 싸운게 많긴 하지만 부모님도 항상 옳은 것만은 아니잖아요. 이번에도 반찬이 없는 냉장고를 보고 이런 것들이 다 합쳐져서 화가 난 건데 엄마가 미안해, 앞으론 반찬 잘해줄게 한 마디면 사르르 풀릴 맘이 화가 난 절 보자마자 '넌 항상 그런식이야! 니가 뭘 잘했다고! 엄마가 힘들어서 반찬 못해주면 니가 챙겨먹기도 해야지! 니가 반찬 좀 만들어주면 안돼?! 한두살 먹은 어린애도 아니고 반찬 투정하고 지랄이야 지랄이!' 라며 소리를 지르시더라구요.
그리고 결심했어요. 이번엔 갈 때까지 가기로. 더 이상 참는 것도, 양보하는 것도, 이해하는 것도 지쳐요. 여러분 같으면 이런 상황에서 화가 안 나나요? 제가 이상한 거예요?"
